id,name,category,created_at,typical_order_value,typical_order_value_std,expected_daily_transactions,tier
669,StaplePick_0087,grocery,2025-01-15 08:20:38,817.49,353.17,12,small
670,BiteBuddy_0090,food_delivery,2025-02-02 15:26:13,455.94,202.77,10,medium
671,FashionVault_0102,fashion,2025-01-17 19:52:34,2133.22,872.65,6,small
672,LearnHub_0050,education,2025-02-14 16:05:33,4689.56,2925.97,2,small
673,GameVerse_0053,entertainment,2025-02-05 01:53:47,648.8,434.24,31,medium
674,AppForge_0093,digital_services,2025-01-09 21:01:12,437.7,158.66,11,small
675,EduVerse_0051,education,2025-02-07 19:23:05,4625.38,3329.61,3,small
676,FoodDash_0091,food_delivery,2025-01-20 19:40:09,522.09,202.12,18,medium
677,BuildMart_0059,home,2025-03-02 04:24:48,4525.09,3372.94,2,small
678,WanderBook_0033,travel,2025-01-19 03:02:08,11565.99,6457.41,3,medium
679,LookBook_0103,fashion,2025-02-01 20:01:00,2861.73,1649.84,4,small
680,MealBox_0092,food_delivery,2025-01-23 10:10:47,466.89,160.77,178,large
681,MegaPixel_0046,electronics,2025-01-11 03:52:35,10611.58,2776.62,9,medium
682,FarmDirect_0088,grocery,2025-01-22 02:55:57,706.6,386.93,179,large
683,PowerTech_0047,electronics,2025-02-04 21:19:10,10943.22,3813.21,9,medium
684,QuickEats_0093,food_delivery,2025-01-19 19:48:54,455.05,174.72,16,small
685,NetPulse_0094,digital_services,2025-01-12 21:16:15,560.43,313.02,22,medium
686,GroceHub_0089,grocery,2025-02-03 20:17:38,601.33,318.09,8,small
687,TastyTrail_0094,food_delivery,2025-01-14 15:00:37,468.81,216.72,64,medium
688,ShowTime_0054,entertainment,2025-02-04 23:36:56,671.36,442.25,29,medium
689,CureQuick_0065,health,2025-01-31 22:23:45,1750.65,1006.03,3,small
690,FlyEasy_0034,travel,2025-01-26 02:41:56,14719.27,9874.89,20,large
691,FreshMart_0090,grocery,2025-02-08 16:54:10,652.79,288.93,18,small
692,HomeNest_0060,home,2025-02-22 09:02:16,5270.68,2726.0,14,medium
693,DailyNeeds_0091,grocery,2025-01-30 12:36:28,593.76,448.75,57,medium
694,GreenBasket_0092,grocery,2025-01-15 19:43:44,553.24,390.72,14,small
695,InteriorCo_0061,home,2025-02-13 12:27:38,6853.42,2554.62,14,medium
696,TravelNest_0035,travel,2025-02-05 19:02:53,12041.63,6013.82,4,medium
697,SaaSPoint_0095,digital_services,2025-02-01 07:57:41,500.22,236.47,9,small
698,SkillCraft_0052,education,2025-01-05 04:28:59,4218.36,2619.1,8,medium
699,CodeBridge_0096,digital_services,2025-02-06 07:26:51,486.64,299.73,9,small
700,QuickGrocery_0093,grocery,2025-01-21 17:02:30,766.53,369.04,23,medium
701,PantryPlus_0094,grocery,2025-01-02 17:05:25,590.96,361.62,16,small
702,NatureFresh_0095,grocery,2025-01-01 13:24:42,786.27,474.23,124,large
703,WearHouse_0104,fashion,2025-01-14 21:21:26,2474.79,850.93,50,large
704,DecorVault_0062,home,2025-01-02 18:13:36,3532.26,2962.48,5,small
705,ValueMart_0096,grocery,2025-01-26 20:29:45,681.87,289.53,13,small
706,ClassBridge_0053,education,2025-01-04 12:09:07,3112.19,2019.63,16,medium
707,LifePulse_0066,health,2025-01-19 16:38:25,2120.04,1069.11,10,medium
708,DocConnect_0067,health,2025-01-16 00:43:34,1706.76,1308.5,3,small
709,SpiceRoute_0095,food_delivery,2025-01-12 13:59:14,265.03,296.84,15,small
710,ChefDoor_0096,food_delivery,2025-01-16 12:47:18,470.6,243.47,17,small
711,TicketBay_0055,entertainment,2025-01-16 09:22:26,912.04,457.63,37,large
712,DigitalNex_0097,digital_services,2025-02-11 05:00:17,525.22,385.9,7,small
713,FitPath_0068,health,2025-02-26 15:42:42,1581.59,1244.2,31,large
714,FurniWorld_0063,home,2025-02-15 12:15:25,4130.5,2776.11,2,small
715,HealZone_0069,health,2025-01-07 22:56:08,1327.91,892.13,38,large
716,ThreadBarn_0105,fashion,2025-02-08 18:05:59,2280.37,1477.92,6,small
717,StudyNest_0054,education,2025-02-14 18:52:29,4634.36,2957.33,2,small
718,UrbanStitch_0106,fashion,2025-01-04 09:08:33,1975.7,1204.29,52,large
719,PlatformX_0098,digital_services,2025-01-14 18:52:50,573.97,337.39,86,large
720,EventPulse_0056,entertainment,2025-02-06 07:41:14,918.03,626.09,7,small
721,VoyagePlan_0036,travel,2025-01-12 18:57:18,11923.17,6665.84,1,small
722,HungryOwl_0097,food_delivery,2025-02-13 20:49:08,409.13,210.28,17,small
723,SmartBuy_0048,electronics,2025-01-31 23:51:45,6802.56,3596.8,2,small
724,MediaWave_0057,entertainment,2025-02-02 18:27:39,665.05,543.39,5,small
725,ModaFit_0107,fashion,2025-02-19 03:23:07,1939.57,1212.77,50,large
726,ChipNex_0049,electronics,2025-02-11 14:27:53,7481.77,3805.91,2,small
727,StaplePick_0097,grocery,2025-01-07 18:53:50,569.98,233.96,21,medium
728,TechZone_0050,electronics,2025-01-14 05:01:43,7998.34,2945.27,2,small
729,DineExpress_0098,food_delivery,2025-01-27 19:43:58,549.9,144.86,13,small
730,GlobeHopper_0037,travel,2025-01-13 11:33:29,17117.53,8653.01,4,medium
731,FarmDirect_0098,grocery,2025-01-31 21:26:17,633.53,380.06,18,small
732,GadgetHub_0051,electronics,2025-01-31 19:32:13,7862.98,3393.91,4,medium
733,ClosetBox_0108,fashion,2025-01-08 06:56:37,2237.11,862.64,3,small
734,CraveTown_0099,food_delivery,2025-01-28 16:15:43,395.48,242.96,127,large
735,ElectroMart_0052,electronics,2025-01-11 06:51:35,8976.32,2716.73,8,medium
736,ByteShift_0099,digital_services,2025-01-15 22:38:10,391.72,274.46,149,large
737,GroceHub_0099,grocery,2025-01-28 04:28:30,747.88,341.01,23,small
738,FreshMart_0100,grocery,2025-02-09 20:43:30,553.91,431.57,6,small
739,BiteBuddy_0100,food_delivery,2025-01-09 13:09:54,435.36,146.09,16,small
740,FoodDash_0101,food_delivery,2025-02-10 01:56:29,453.36,187.69,66,medium
741,DigitalWorld_0053,electronics,2025-01-31 05:05:55,7819.48,4261.48,2,small
742,FabricLane_0109,fashion,2025-01-28 14:13:01,1666.04,1020.38,4,small
743,HouseJoy_0064,home,2025-01-18 16:29:43,5067.14,3852.74,2,small
744,ByteStore_0054,electronics,2025-01-28 23:59:08,8120.23,3301.92,2,small
745,RouteMaster_0038,travel,2025-01-10 23:00:28,11286.92,7561.55,1,small
746,MealBox_0102,food_delivery,2025-01-18 02:34:16,483.1,177.45,11,small
747,DailyNeeds_0101,grocery,2025-02-10 05:58:08,695.33,138.2,9,small
748,QuickEats_0103,food_delivery,2025-01-30 09:58:03,380.92,248.13,43,medium
749,MediCare_0070,health,2025-02-01 09:32:01,1631.79,990.28,2,small
750,LivingSpace_0065,home,2025-03-14 11:50:39,4137.62,3058.27,2,small
751,GreenBasket_0102,grocery,2025-01-16 22:30:27,604.93,279.29,26,medium
752,QuickGrocery_0103,grocery,2025-02-02 16:38:24,656.37,371.46,22,medium
753,PantryPlus_0104,grocery,2025-01-07 18:47:11,729.79,403.48,15,small
754,TastyTrail_0104,food_delivery,2025-02-20 04:39:49,467.99,225.48,82,medium
755,CloudSync_0100,digital_services,2025-01-22 09:04:27,472.86,237.26,48,large
756,NatureFresh_0105,grocery,2025-01-26 00:31:36,834.35,473.82,28,medium
757,ValueMart_0106,grocery,2025-01-03 16:16:10,573.63,327.32,164,large
758,StarStream_0058,entertainment,2025-01-20 19:33:03,606.9,303.34,33,medium
759,CircuitCity_0055,electronics,2025-01-09 07:29:02,8874.85,4363.53,2,small
760,SpiceRoute_0105,food_delivery,2025-03-01 23:38:36,477.95,139.43,11,small
761,DataFlow_0101,digital_services,2025-01-20 23:02:48,509.46,163.75,27,medium
762,StyleStreet_0110,fashion,2025-01-12 05:00:41,2068.9,1127.35,37,large
763,MegaPixel_0056,electronics,2025-01-21 08:10:08,7304.93,2542.37,2,small
764,TrendSet_0111,fashion,2025-01-13 11:45:42,2091.96,869.93,4,small
765,WallCraft_0066,home,2025-01-01 09:40:35,4234.54,2723.39,3,medium
766,PowerTech_0057,electronics,2025-01-23 08:50:56,9319.32,3013.56,2,small
767,FashionVault_0112,fashion,2025-01-09 00:55:09,1909.02,1106.71,20,medium
768,SmartBuy_0058,electronics,2025-01-23 20:23:03,9137.94,4904.03,8,medium
769,LookBook_0113,fashion,2025-02-18 03:27:15,2342.61,772.53,13,medium
770,StreamLine_0102,digital_services,2025-02-07 22:48:58,479.76,373.42,76,large
771,StaplePick_0107,grocery,2025-02-14 13:33:56,677.81,365.8,53,medium
772,BrainWorks_0055,education,2025-01-28 07:53:59,3399.69,2913.89,4,medium
773,CourseTrail_0056,education,2025-01-22 12:28:17,2289.49,1358.33,12,medium
774,CozyCorner_0067,home,2025-01-06 05:24:12,5106.3,3538.1,7,medium
775,ChipNex_0059,electronics,2025-02-01 12:11:13,7823.74,3903.16,34,large
776,RoomStyle_0068,home,2025-02-17 16:34:47,6024.45,3476.29,3,small
777,AcadEdge_0057,education,2025-01-25 11:11:07,4501.54,2372.08,8,medium
778,WearHouse_0114,fashion,2025-03-10 17:12:36,2153.55,965.11,4,small
779,HealthFirst_0071,health,2025-01-26 12:31:25,1464.78,1205.0,41,large
780,BuildMart_0069,home,2025-02-13 20:17:50,5786.61,2022.43,15,medium
781,FarmDirect_0108,grocery,2025-01-16 20:08:36,484.89,266.12,9,small
782,HomeNest_0070,home,2025-01-16 13:52:59,5676.95,3135.34,2,small
783,ChefDoor_0106,food_delivery,2025-01-14 07:33:43,402.44,144.96,20,small
784,MentorLab_0058,education,2025-01-13 13:50:02,4098.98,3176.23,11,medium
785,AmusePark_0059,entertainment,2025-02-16 14:12:42,403.68,375.54,6,small
786,HungryOwl_0107,food_delivery,2025-01-06 09:04:39,427.82,177.65,10,small
787,WellnessHub_0072,health,2025-01-11 19:44:39,2084.28,1091.24,41,large
788,GroceHub_0109,grocery,2025-03-03 18:53:44,583.47,362.34,23,medium
789,PharmEasy_0073,health,2025-02-10 08:35:56,1761.05,494.41,1,small
790,KnowPath_0059,education,2025-01-19 22:27:08,3258.27,3687.56,1,small
791,FreshMart_0110,grocery,2025-01-29 12:08:57,519.42,365.17,183,large
792,DineExpress_0108,food_delivery,2025-01-21 12:03:09,462.13,228.09,44,medium
793,DailyNeeds_0111,grocery,2025-02-11 07:11:25,596.38,355.75,32,medium
794,TechZone_0060,electronics,2025-01-13 00:17:15,9369.12,2714.98,3,small
795,GadgetHub_0061,electronics,2025-01-11 14:40:01,8547.18,3828.22,1,small
796,GreenBasket_0112,grocery,2025-01-17 14:53:20,547.12,433.91,11,small
797,ElectroMart_0062,electronics,2025-02-15 07:59:49,8834.08,3296.37,7,medium
798,ThreadBarn_0115,fashion,2025-01-07 16:05:07,1706.03,1223.97,5,small
799,AppForge_0103,digital_services,2025-02-09 23:16:00,528.86,245.78,8,small
800,NetPulse_0104,digital_services,2025-01-23 10:18:02,548.35,287.31,27,medium
801,SaaSPoint_0105,digital_services,2025-01-14 18:10:55,671.31,242.94,119,large
802,QuickGrocery_0113,grocery,2025-02-16 19:11:28,528.76,395.83,48,medium
803,InteriorCo_0071,home,2025-01-11 08:10:20,4040.67,2269.51,1,small
804,LearnHub_0060,education,2025-02-10 20:08:26,3038.66,2763.11,2,small
805,UrbanStitch_0116,fashion,2025-02-07 14:46:01,2234.9,845.66,4,small
806,ModaFit_0117,fashion,2025-01-23 04:26:58,1787.06,1181.28,3,small
807,CodeBridge_0106,digital_services,2025-03-10 21:08:13,392.87,260.47,21,medium
808,ClosetBox_0118,fashion,2025-01-08 04:25:40,1726.99,1459.86,4,small
809,PackNGo_0039,travel,2025-01-13 12:45:30,6714.66,7002.75,6,medium
810,FunZone_0060,entertainment,2025-02-03 00:05:48,685.8,649.77,44,large
811,DigitalWorld_0063,electronics,2025-02-16 04:16:07,9104.09,4829.31,27,large
812,ByteStore_0064,electronics,2025-02-27 05:22:38,6850.61,3246.03,3,small
813,PlayBox_0061,entertainment,2025-02-17 19:44:33,679.31,597.57,5,small
814,EduVerse_0061,education,2025-02-05 01:39:22,3606.08,1806.95,2,small
815,FabricLane_0119,fashion,2025-02-19 22:13:50,1884.89,1254.14,4,small
816,DecorVault_0072,home,2025-01-05 07:22:35,4916.38,2705.69,2,small
817,FurniWorld_0073,home,2025-01-11 14:31:33,4664.46,2382.25,3,small
818,JetSetGo_0040,travel,2025-01-07 01:51:13,11725.15,7478.18,5,medium
819,DigitalNex_0107,digital_services,2025-01-25 13:12:03,493.13,200.52,6,small
820,PantryPlus_0114,grocery,2025-02-02 20:19:15,761.06,355.87,59,large
821,CircuitCity_0065,electronics,2025-01-09 10:45:25,8922.53,3552.59,1,small
822,SkillCraft_0062,education,2025-02-03 19:31:58,2641.35,2999.96,1,small
823,NatureFresh_0115,grocery,2025-01-23 12:45:38,562.06,358.41,17,small
824,PlatformX_0108,digital_services,2025-01-22 19:57:02,549.85,249.24,13,small
825,HouseJoy_0074,home,2025-01-28 19:14:10,3280.39,3159.2,3,small
826,MegaPixel_0066,electronics,2025-01-23 18:20:18,7442.66,4558.07,20,large
827,ClassBridge_0063,education,2025-01-21 18:50:03,4021.36,1580.2,3,small
828,ValueMart_0116,grocery,2025-01-05 22:52:53,606.73,430.48,11,small
829,LivingSpace_0075,home,2025-01-08 20:21:38,5624.31,3304.57,9,medium
830,StaplePick_0117,grocery,2025-01-05 18:16:26,732.71,405.58,13,small
831,StudyNest_0064,education,2025-01-12 19:52:27,1780.77,2008.72,14,medium
832,BrainWorks_0065,education,2025-02-08 22:11:02,2558.04,2941.23,3,small
833,CraveTown_0109,food_delivery,2025-01-10 19:38:59,406.45,120.19,41,medium
834,ByteShift_0109,digital_services,2025-01-17 14:35:13,687.02,248.2,6,small
835,CloudSync_0110,digital_services,2025-01-30 06:06:53,410.22,372.89,8,small
836,CourseTrail_0066,education,2025-01-23 17:09:31,3030.57,3206.74,11,medium
837,VitalCare_0074,health,2025-01-15 19:01:50,1524.21,755.28,48,large
838,JoyRide_0062,entertainment,2025-02-01 03:21:12,802.52,345.09,2,small
839,BiteBuddy_0110,food_delivery,2025-01-29 15:28:54,383.04,150.42,19,medium
840,TripWise_0041,travel,2025-02-10 03:35:05,9361.18,6529.47,1,small
841,PowerTech_0067,electronics,2025-01-14 07:02:01,10531.49,3786.53,2,small
842,CureQuick_0075,health,2025-01-14 17:04:01,1952.78,952.54,4,small
843,SkyRoute_0042,travel,2025-01-23 20:40:03,12673.48,8196.14,9,medium
844,FoodDash_0111,food_delivery,2025-01-13 05:08:47,504.67,156.73,16,small
845,StyleStreet_0120,fashion,2025-01-02 11:21:11,1914.97,1307.1,8,medium
846,WallCraft_0076,home,2025-01-30 19:39:30,3503.0,3206.34,3,small
847,MealBox_0112,food_delivery,2025-02-19 05:58:53,480.16,234.16,166,large
848,DataFlow_0111,digital_services,2025-01-19 20:20:44,515.52,269.78,37,medium
849,TrendSet_0121,fashion,2025-01-21 22:12:40,2568.96,1184.85,4,small
850,GameVerse_0063,entertainment,2025-01-14 08:17:22,1038.71,497.96,6,small
851,FashionVault_0122,fashion,2025-02-17 00:38:22,2374.32,1176.53,3,small
852,LookBook_0123,fashion,2025-01-03 20:42:51,2336.07,1190.7,69,large
853,CozyCorner_0077,home,2025-02-14 06:31:50,5209.6,2642.71,3,small
854,RoomStyle_0078,home,2025-02-13 19:03:10,4777.08,3785.66,8,medium
855,FarmDirect_0118,grocery,2025-01-22 15:00:36,669.81,343.06,12,small
856,QuickEats_0113,food_delivery,2025-01-14 12:21:01,396.89,223.04,56,medium
857,StreamLine_0112,digital_services,2025-02-06 22:06:15,615.67,299.4,7,small
858,BuildMart_0079,home,2025-02-05 20:26:29,5210.36,2523.48,13,medium
859,TastyTrail_0114,food_delivery,2025-01-26 12:37:23,514.97,250.29,166,large
860,WanderBook_0043,travel,2025-01-05 06:29:13,10832.41,8174.7,1,small
861,AppForge_0113,digital_services,2025-02-21 16:43:52,449.59,379.99,35,medium
862,NetPulse_0114,digital_services,2025-01-19 11:32:02,419.7,412.97,9,small
863,LifePulse_0076,health,2025-01-31 01:03:13,1471.77,833.95,5,small
864,AcadEdge_0067,education,2025-01-03 20:43:08,4868.74,3004.74,41,large
865,WearHouse_0124,fashion,2025-01-04 10:06:07,2637.98,1333.66,16,medium
866,HomeNest_0080,home,2025-01-05 23:40:27,4985.88,3441.61,7,medium
867,InteriorCo_0081,home,2025-02-01 00:55:19,5158.76,3875.17,2,small
868,DocConnect_0077,health,2025-02-15 02:42:37,1706.03,1095.31,2,small
869,ThreadBarn_0125,fashion,2025-01-04 10:57:08,1725.95,1475.45,3,small
870,GroceHub_0119,grocery,2025-01-24 18:02:17,651.94,307.29,55,medium
871,SaaSPoint_0115,digital_services,2025-02-18 18:09:44,576.79,285.56,5,small
872,SmartBuy_0068,electronics,2025-01-02 22:19:59,8083.68,4456.12,2,small
873,ShowTime_0064,entertainment,2025-02-20 15:41:26,816.36,521.17,7,small
874,SpiceRoute_0115,food_delivery,2025-01-15 10:05:37,447.49,218.0,10,small
875,CodeBridge_0116,digital_services,2025-02-22 15:03:34,729.85,282.97,9,small
876,DecorVault_0082,home,2025-01-17 06:15:05,5009.82,2753.53,3,small
877,ChefDoor_0116,food_delivery,2025-01-29 00:53:57,449.74,163.44,169,large
878,FreshMart_0120,grocery,2025-01-21 14:21:31,476.83,472.69,49,medium
879,MentorLab_0068,education,2025-01-13 02:48:54,3979.34,1631.68,2,small
880,KnowPath_0069,education,2025-01-11 20:01:22,4542.01,4575.62,13,medium
881,HungryOwl_0117,food_delivery,2025-01-18 03:11:30,512.22,221.0,37,medium
882,LearnHub_0070,education,2025-01-28 10:03:02,4246.38,1949.4,1,small
883,TicketBay_0065,entertainment,2025-02-15 03:56:17,608.97,597.57,5,small
884,DineExpress_0118,food_delivery,2025-01-18 17:13:03,456.05,199.38,9,small
885,UrbanStitch_0126,fashion,2025-02-21 00:15:02,1958.54,1051.1,2,small
886,CraveTown_0119,food_delivery,2025-02-16 21:34:13,419.75,156.75,58,medium
887,BiteBuddy_0120,food_delivery,2025-01-27 04:21:19,489.66,148.25,136,large
888,ModaFit_0127,fashion,2025-01-22 08:31:34,2868.18,964.62,5,small
889,ClosetBox_0128,fashion,2025-02-02 21:33:13,2237.99,1462.29,16,medium
890,DigitalNex_0117,digital_services,2025-01-08 04:44:17,461.18,304.01,9,small
891,DailyNeeds_0121,grocery,2025-01-08 04:43:18,640.37,257.66,54,medium
892,EventPulse_0066,entertainment,2025-01-18 15:53:03,959.97,395.58,18,medium
893,GreenBasket_0122,grocery,2025-01-19 10:16:57,626.37,269.04,5,small
894,FabricLane_0129,fashion,2025-01-31 01:14:12,1958.59,1114.46,2,small
895,FitPath_0078,health,2025-01-18 01:28:26,1853.09,1232.57,15,medium
896,FurniWorld_0083,home,2025-02-24 18:36:00,4385.98,1895.75,36,large
897,QuickGrocery_0123,grocery,2025-01-06 20:31:21,665.37,379.7,18,small
898,PantryPlus_0124,grocery,2025-01-28 19:02:12,563.39,148.76,8,small
899,StyleStreet_0130,fashion,2025-01-18 18:27:18,2374.98,1206.46,2,small
900,FlyEasy_0044,travel,2025-02-15 01:47:22,8592.68,7432.63,3,medium
901,FoodDash_0121,food_delivery,2025-02-28 22:37:00,481.24,183.54,40,medium
902,NatureFresh_0125,grocery,2025-01-08 17:18:02,570.38,368.42,40,medium
903,ChipNex_0069,electronics,2025-01-03 18:36:38,8742.35,4144.1,7,medium
904,MealBox_0122,food_delivery,2025-01-16 15:04:30,388.01,170.78,132,large
905,MediaWave_0067,entertainment,2025-01-25 04:04:28,1109.78,365.12,17,medium
906,PlatformX_0118,digital_services,2025-01-10 11:59:18,508.84,281.8,11,small
907,TravelNest_0045,travel,2025-01-16 04:53:27,11259.6,7624.73,6,medium
908,TrendSet_0131,fashion,2025-01-19 15:47:20,2851.86,1537.8,4,small
909,ValueMart_0126,grocery,2025-02-14 13:19:28,644.8,353.27,12,small
910,StaplePick_0127,grocery,2025-01-07 09:14:55,561.03,415.56,127,large
911,HealZone_0079,health,2025-01-12 18:33:08,1786.54,745.77,12,medium
912,HouseJoy_0084,home,2025-01-12 05:07:23,2796.11,2651.01,24,large
913,LivingSpace_0085,home,2025-01-26 13:51:21,4758.3,4127.91,3,small
914,StarStream_0068,entertainment,2025-02-12 22:28:06,1017.26,564.52,26,medium
915,AmusePark_0069,entertainment,2025-01-21 22:01:22,1078.57,426.82,4,small
916,FunZone_0070,entertainment,2025-01-15 13:09:51,900.32,499.63,6,small
917,TechZone_0070,electronics,2025-01-06 17:01:36,8201.6,3522.99,3,small
918,FashionVault_0132,fashion,2025-01-25 23:14:55,1804.05,1364.73,17,medium
919,FarmDirect_0128,grocery,2025-01-16 05:10:09,484.2,291.85,9,small
920,EduVerse_0071,education,2025-01-11 23:35:22,3923.44,2316.48,29,large
921,LookBook_0133,fashion,2025-01-16 03:26:19,1675.25,1758.22,4,small
922,WallCraft_0086,home,2025-01-12 07:22:09,4949.1,2675.62,2,small
923,SkillCraft_0072,education,2025-01-10 11:33:04,4934.51,1541.64,10,medium
924,VoyagePlan_0046,travel,2025-01-13 03:29:31,9092.39,7352.0,1,small
925,WearHouse_0134,fashion,2025-01-15 15:30:56,1845.05,1208.51,10,large
926,GroceHub_0129,grocery,2025-01-13 11:38:00,616.87,343.68,23,medium
927,ThreadBarn_0135,fashion,2025-02-06 23:12:30,2744.76,1057.33,4,small
928,CozyCorner_0087,home,2025-01-20 02:56:26,3967.0,2951.06,13,medium
929,ClassBridge_0073,education,2025-01-07 04:27:09,5354.76,2872.82,13,medium
930,ByteShift_0119,digital_services,2025-01-09 13:03:51,654.48,314.93,44,medium
931,FreshMart_0130,grocery,2025-01-11 04:52:35,733.2,360.08,44,medium
932,QuickEats_0123,food_delivery,2025-03-22 22:22:31,340.71,211.68,26,medium
933,TastyTrail_0124,food_delivery,2025-01-15 05:56:50,352.48,207.72,33,medium
934,MediCare_0080,health,2025-01-22 11:33:25,1797.87,1027.69,3,small
935,HealthFirst_0081,health,2025-01-03 21:35:56,1528.76,1179.74,11,medium
936,DailyNeeds_0131,grocery,2025-01-16 18:40:05,696.31,266.25,113,large
937,PlayBox_0071,entertainment,2025-02-18 22:42:30,964.59,597.02,15,medium
938,UrbanStitch_0136,fashion,2025-01-13 17:15:26,2003.6,962.72,12,medium
939,RoomStyle_0088,home,2025-02-17 19:06:38,3240.84,2917.09,3,small
940,ModaFit_0137,fashion,2025-01-09 03:24:01,1917.38,1178.25,14,medium
941,GreenBasket_0132,grocery,2025-01-21 00:41:14,760.79,307.19,99,large
942,BuildMart_0089,home,2025-01-21 23:25:49,3738.58,2317.49,3,small
943,ClosetBox_0138,fashion,2025-01-11 15:55:20,2151.36,1213.15,6,small
944,SpiceRoute_0125,food_delivery,2025-01-24 09:05:20,529.92,134.15,59,medium
945,ChefDoor_0126,food_delivery,2025-02-05 21:14:21,463.54,181.54,16,small
946,QuickGrocery_0133,grocery,2025-02-06 20:22:00,468.73,452.38,46,medium
947,CloudSync_0120,digital_services,2025-02-22 07:51:29,422.13,264.88,4,small
948,HomeNest_0090,home,2025-01-20 14:58:53,4217.44,2710.36,1,small
949,InteriorCo_0091,home,2025-02-10 02:23:44,5199.03,3766.08,9,medium
950,PantryPlus_0134,grocery,2025-01-18 02:11:59,617.91,380.45,39,medium
951,GlobeHopper_0047,travel,2025-01-26 08:24:11,9402.77,6955.72,4,medium
952,NatureFresh_0135,grocery,2025-01-09 17:26:29,676.06,350.65,42,medium
953,ValueMart_0136,grocery,2025-01-18 07:14:25,489.89,396.57,40,medium
954,FabricLane_0139,fashion,2025-02-12 11:17:54,3118.98,1106.97,16,medium
955,JoyRide_0072,entertainment,2025-01-25 22:53:52,1224.38,519.41,19,medium
956,DecorVault_0092,home,2025-02-08 13:34:08,3611.77,3916.96,6,medium
957,WellnessHub_0082,health,2025-01-21 02:27:22,1928.14,905.29,11,medium
958,RouteMaster_0048,travel,2025-02-02 06:11:53,8582.56,10149.0,1,small
959,PackNGo_0049,travel,2025-01-30 13:16:08,9083.78,10004.3,1,small
960,JetSetGo_0050,travel,2025-01-11 05:29:47,12803.06,9346.27,5,medium
961,TripWise_0051,travel,2025-01-04 18:10:11,6728.07,9112.57,14,large
962,HungryOwl_0127,food_delivery,2025-01-09 10:30:07,430.26,195.64,25,medium
963,StyleStreet_0140,fashion,2025-01-04 04:57:46,2269.18,872.55,4,small
964,TrendSet_0141,fashion,2025-01-27 15:18:56,2256.26,1457.77,11,medium
965,GameVerse_0073,entertainment,2025-02-03 07:20:02,1017.74,594.69,5,small
966,DineExpress_0128,food_delivery,2025-01-16 15:41:07,383.48,142.25,54,medium
967,ShowTime_0074,entertainment,2025-01-23 10:23:47,689.41,619.94,15,medium
968,FashionVault_0142,fashion,2025-01-31 07:51:17,1875.76,1256.07,11,medium
969,StudyNest_0074,education,2025-01-21 10:08:41,3506.41,2992.99,10,medium
970,StaplePick_0137,grocery,2025-01-14 04:41:41,662.7,364.36,5,small
971,FarmDirect_0138,grocery,2025-01-09 05:54:01,691.14,361.2,15,small
972,GadgetHub_0071,electronics,2025-02-23 02:52:46,9226.97,3838.44,31,large
973,LookBook_0143,fashion,2025-01-18 14:41:12,2094.65,1259.32,13,medium
974,FurniWorld_0093,home,2025-02-01 22:56:31,4915.58,2774.11,14,medium
975,GroceHub_0139,grocery,2025-01-17 14:20:13,861.82,411.18,17,small
976,BrainWorks_0075,education,2025-02-10 12:22:05,2345.59,1789.31,2,small
977,CraveTown_0129,food_delivery,2025-01-20 04:56:08,452.47,192.07,7,small
978,BiteBuddy_0130,food_delivery,2025-02-14 14:31:13,519.1,286.17,20,small
979,SkyRoute_0052,travel,2025-01-26 09:25:23,14605.26,8361.79,1,small
980,WearHouse_0144,fashion,2025-01-04 08:40:51,2226.11,1705.34,40,large
981,TicketBay_0075,entertainment,2025-01-13 00:21:30,731.76,610.73,27,medium
982,PharmEasy_0083,health,2025-01-23 10:15:05,1545.63,947.7,3,small
983,DataFlow_0121,digital_services,2025-01-23 05:05:08,506.27,366.22,6,small
984,FoodDash_0131,food_delivery,2025-02-11 11:57:03,515.38,204.07,25,small
985,ThreadBarn_0145,fashion,2025-02-09 10:52:30,2314.78,1176.74,17,medium
986,EventPulse_0076,entertainment,2025-01-26 19:04:07,749.43,320.47,5,small
987,FreshMart_0140,grocery,2025-01-16 02:28:01,623.09,238.54,39,medium
988,ElectroMart_0072,electronics,2025-01-06 07:06:08,6019.47,3721.85,8,medium
989,DailyNeeds_0141,grocery,2025-01-12 00:38:01,660.18,321.23,11,small
990,VitalCare_0084,health,2025-01-13 04:28:00,1564.78,1002.16,12,medium
991,StreamLine_0122,digital_services,2025-01-15 02:59:25,418.98,316.06,97,large
992,CureQuick_0085,health,2025-01-18 04:51:30,1750.14,1484.21,3,small
993,LifePulse_0086,health,2025-01-09 02:10:49,1716.23,915.52,2,small
994,GreenBasket_0142,grocery,2025-01-26 02:28:47,722.02,301.96,99,large
995,MediaWave_0077,entertainment,2025-01-04 19:42:55,719.26,401.51,28,large
996,MealBox_0132,food_delivery,2025-01-10 14:12:53,422.22,234.93,52,medium
997,AppForge_0123,digital_services,2025-01-19 23:07:46,640.45,345.06,34,medium
998,DigitalWorld_0073,electronics,2025-01-08 22:30:27,10759.18,3922.28,2,small
999,StarStream_0078,entertainment,2025-01-05 16:10:55,798.28,654.38,20,medium
1000,QuickGrocery_0143,grocery,2025-02-23 02:20:18,581.93,391.14,9,small
1001,ByteStore_0074,electronics,2025-01-27 18:06:42,9140.17,4331.07,2,small
1002,QuickEats_0133,food_delivery,2025-01-13 22:10:41,483.95,140.49,52,medium
