id,segment,account_created_at,typical_amount,txn_per_month
20566,low_frequency,2025-02-01 23:40:15,1592.91,1.73
20567,low_frequency,2025-02-22 19:44:28,830.52,1.76
20568,regular,2025-03-04 02:16:03,608.3,2.93
20569,low_frequency,2025-01-18 22:11:41,2648.4,1.24
20570,regular,2025-05-21 05:02:01,2645.48,2.22
20571,regular,2025-01-05 14:49:45,1345.99,3.5
20572,high_frequency,2025-03-28 09:36:41,1054.63,6.98
20573,low_frequency,2025-03-28 22:23:20,897.1,0.95
20574,low_frequency,2025-02-28 02:36:31,348.75,1.62
20575,regular,2025-01-01 16:28:59,2611.07,4.47
20576,regular,2025-03-09 03:17:53,3470.27,2.41
20577,regular,2025-01-28 20:20:01,946.87,3.39
20578,regular,2025-01-11 09:11:19,828.28,5.47
20579,high_value,2025-03-03 12:16:11,842.03,2.28
20580,low_frequency,2025-03-14 23:28:34,2356.86,1.19
20581,low_frequency,2025-02-16 21:34:12,386.73,1.71
20582,high_value,2025-01-27 20:29:40,3245.87,3.35
20583,high_frequency,2025-02-02 00:52:40,2934.53,20.22
20584,low_frequency,2025-02-24 16:20:31,2219.53,1.56
20585,high_frequency,2025-01-15 05:42:27,1753.64,7.16
20586,low_frequency,2025-01-21 09:07:19,1446.57,1.05
20587,high_frequency,2025-02-14 00:33:21,2731.61,9.88
20588,regular,2025-01-31 02:51:56,1028.82,3.59
20589,regular,2025-04-08 17:38:53,1469.32,5.47
20590,high_value,2025-05-17 03:19:03,1616.74,2.71
20591,high_frequency,2025-02-11 06:37:16,2044.85,11.22
20592,low_frequency,2025-03-14 20:08:26,1082.71,0.76
20593,regular,2025-03-14 20:23:54,801.87,3.83
20594,high_frequency,2025-03-21 22:22:16,802.84,7.09
20595,regular,2025-01-03 18:00:02,395.08,1.05
20596,low_frequency,2025-03-02 22:25:43,780.07,0.73
20597,low_frequency,2025-02-20 03:51:15,850.47,1.14
20598,high_value,2025-04-07 20:06:14,975.17,2.48
20599,regular,2025-05-01 17:56:50,5246.42,5.08
20600,regular,2025-02-15 06:59:36,1322.66,5.15
20601,regular,2025-02-22 03:21:54,2194.09,2.65
20602,low_frequency,2025-04-15 04:04:46,1203.08,0.83
20603,low_frequency,2025-01-19 00:44:20,1678.65,0.6
20604,low_frequency,2025-01-09 20:25:45,848.58,1.04
20605,low_frequency,2025-02-12 02:02:32,972.65,1.47
20606,high_frequency,2025-04-09 07:41:44,1771.86,12.01
20607,low_frequency,2025-05-24 01:20:22,3435.12,1.39
20608,low_frequency,2025-02-08 18:41:26,1731.91,0.46
20609,regular,2025-01-19 18:04:46,1834.13,2.23
20610,high_frequency,2025-01-27 18:24:10,1979.0,16.27
20611,low_frequency,2025-03-05 18:55:23,736.13,1.15
20612,low_frequency,2025-01-22 15:24:15,1751.7,0.31
20613,regular,2025-05-06 03:37:12,619.91,3.43
20614,regular,2025-02-03 04:30:55,1552.39,4.36
20615,regular,2025-02-25 02:41:19,1335.26,3.49
20616,low_frequency,2025-01-18 15:58:57,744.59,0.54
20617,high_frequency,2025-02-04 10:41:57,1048.18,2.38
20618,regular,2025-01-05 12:44:33,1699.63,3.1
20619,high_frequency,2025-01-28 01:25:47,1079.9,14.77
20620,high_value,2025-02-27 17:37:05,15354.11,1.88
20621,regular,2025-05-06 11:20:24,2053.83,4.96
20622,low_frequency,2025-02-20 00:16:56,3262.34,1.04
20623,regular,2025-04-18 02:38:18,559.29,3.92
20624,regular,2025-04-24 03:58:19,609.0,5.1
20625,low_frequency,2025-04-07 10:15:56,3082.19,1.36
20626,low_frequency,2025-04-29 08:41:00,1137.05,0.2
20627,low_frequency,2025-03-27 11:12:48,1221.76,0.9
20628,high_value,2025-02-05 15:08:32,1830.85,4.55
20629,high_frequency,2025-01-30 09:17:04,529.59,12.66
20630,regular,2025-02-16 02:26:54,808.83,2.92
20631,high_frequency,2025-03-23 04:16:01,1670.13,10.37
20632,regular,2025-01-31 22:11:24,1150.33,3.98
20633,high_frequency,2025-01-09 16:57:03,2977.68,13.87
20634,low_frequency,2025-01-17 06:35:04,1356.56,1.6
20635,low_frequency,2025-03-14 09:29:32,735.73,0.73
20636,regular,2025-02-01 09:24:29,2436.24,3.68
20637,high_frequency,2025-01-06 23:21:16,2190.96,8.72
20638,high_frequency,2025-03-20 02:14:41,1656.7,6.84
20639,high_value,2025-03-11 10:42:16,2360.65,0.2
20640,high_frequency,2025-05-03 07:45:25,2730.8,9.94
20641,low_frequency,2025-04-23 21:19:58,2046.19,1.61
20642,low_frequency,2025-03-27 16:23:18,427.2,0.77
20643,regular,2025-02-04 13:37:05,1988.83,5.45
20644,regular,2025-02-20 02:14:43,2641.34,3.12
20645,regular,2025-01-07 14:45:03,2453.46,6.0
20646,low_frequency,2025-03-06 04:11:14,1539.64,1.11
20647,regular,2025-01-22 00:42:07,2836.34,4.36
20648,high_frequency,2025-01-25 10:01:20,408.43,7.57
20649,low_frequency,2025-04-06 14:47:58,625.1,0.26
20650,regular,2025-05-01 20:14:24,843.22,4.02
20651,low_frequency,2025-02-10 01:49:46,668.27,1.29
20652,regular,2025-01-25 03:19:35,1371.35,5.57
20653,regular,2025-03-30 20:40:34,680.89,7.96
20654,low_frequency,2025-01-03 10:46:20,1130.54,1.16
20655,regular,2025-02-15 01:33:14,1524.45,3.92
20656,regular,2025-02-21 21:40:13,368.7,3.57
20657,low_frequency,2025-02-22 14:43:30,1588.83,1.12
20658,high_frequency,2025-01-15 22:43:00,2912.97,10.26
20659,high_frequency,2025-04-20 17:28:22,993.64,6.97
20660,regular,2025-01-27 05:37:15,1603.42,6.46
20661,low_frequency,2025-01-24 17:41:18,1537.26,0.54
20662,regular,2025-03-07 21:11:58,2216.95,4.99
20663,low_frequency,2025-02-19 02:15:08,2358.83,1.55
20664,low_frequency,2025-02-12 11:27:26,2471.34,1.43
20665,regular,2025-01-25 03:12:20,1407.79,1.0
20666,high_value,2025-05-04 03:37:03,6893.21,2.73
20667,low_frequency,2025-01-05 10:31:23,736.8,0.42
20668,regular,2025-01-13 10:24:52,1912.45,2.5
20669,regular,2025-02-28 12:26:07,2079.58,5.15
20670,regular,2025-02-11 15:39:15,2145.03,4.22
20671,high_frequency,2025-02-12 13:28:59,1167.08,9.37
20672,low_frequency,2025-02-10 08:06:59,4203.14,1.74
20673,regular,2025-03-29 00:30:01,6632.35,3.37
20674,low_frequency,2025-02-10 18:39:06,497.28,0.35
20675,low_frequency,2025-05-03 03:12:50,1509.85,1.2
20676,regular,2025-03-15 19:21:25,1109.44,6.24
20677,low_frequency,2025-02-16 19:35:17,616.96,0.78
20678,low_frequency,2025-01-30 22:54:16,481.61,0.91
20679,low_frequency,2025-05-01 09:38:27,1330.99,0.78
20680,low_frequency,2025-01-11 20:41:43,1393.85,1.47
20681,low_frequency,2025-03-17 00:10:55,830.01,1.14
20682,low_frequency,2025-02-14 20:33:06,3423.01,1.17
20683,low_frequency,2025-01-31 10:29:53,2063.17,0.92
20684,regular,2025-02-17 02:23:39,2899.46,1.43
20685,regular,2025-03-11 07:33:44,1941.93,4.69
20686,high_value,2025-04-14 04:06:31,3259.46,3.61
20687,high_value,2025-05-01 10:23:15,3318.79,3.92
20688,high_frequency,2025-02-22 06:45:52,991.6,18.62
20689,regular,2025-01-05 22:45:14,952.67,4.94
20690,low_frequency,2025-02-18 05:19:10,1856.0,1.12
20691,low_frequency,2025-05-16 19:53:01,571.1,1.45
20692,high_value,2025-02-04 00:06:58,1457.47,1.84
20693,high_value,2025-04-14 01:57:00,3169.88,1.82
20694,regular,2025-03-29 23:26:30,648.07,2.53
20695,regular,2025-01-09 18:52:12,3225.01,6.25
20696,low_frequency,2025-01-15 05:35:27,10860.63,0.72
20697,low_frequency,2025-01-31 14:42:52,1519.76,0.67
20698,regular,2025-01-21 01:01:44,1220.82,2.96
20699,low_frequency,2025-02-04 20:51:25,1389.65,0.6
20700,regular,2025-02-03 11:17:10,950.75,1.06
20701,high_frequency,2025-05-01 05:09:25,1615.46,16.89
20702,high_frequency,2025-02-22 11:31:36,692.53,12.79
20703,high_frequency,2025-01-10 13:32:25,1414.66,5.58
20704,low_frequency,2025-01-08 14:50:50,293.0,0.55
20705,regular,2025-01-04 14:28:19,1249.8,3.73
20706,regular,2025-02-17 21:01:36,1389.16,5.85
20707,regular,2025-01-28 10:30:32,1115.39,4.18
20708,high_value,2025-02-04 04:21:27,12609.55,0.79
20709,low_frequency,2025-01-05 23:06:38,1216.6,0.8
20710,low_frequency,2025-02-06 22:29:09,2882.01,0.2
20711,low_frequency,2025-02-14 02:37:02,798.66,0.56
20712,regular,2025-02-06 22:36:13,1289.63,4.26
20713,low_frequency,2025-01-29 17:46:27,3838.17,1.4
20714,low_frequency,2025-02-20 05:33:26,1126.68,0.67
20715,low_frequency,2025-02-04 08:21:15,1051.23,1.25
20716,regular,2025-03-22 16:29:13,1026.98,3.39
20717,regular,2025-04-11 22:46:53,837.28,2.35
20718,low_frequency,2025-02-13 07:22:39,1918.3,1.55
20719,high_frequency,2025-02-03 12:17:32,1229.5,13.23
20720,regular,2025-02-01 12:52:19,2519.65,3.84
20721,low_frequency,2025-01-06 15:06:04,3791.62,1.41
20722,low_frequency,2025-01-28 18:40:07,1740.76,1.24
20723,low_frequency,2025-05-01 08:17:10,2158.41,0.73
20724,low_frequency,2025-02-14 21:58:31,1361.25,1.1
20725,regular,2025-03-19 19:19:48,1073.01,2.06
20726,high_value,2025-01-30 18:15:13,3615.08,1.76
20727,low_frequency,2025-02-05 05:30:15,1139.59,0.91
20728,low_frequency,2025-02-12 23:13:26,1767.3,0.22
20729,high_frequency,2025-02-12 14:54:29,1548.55,14.9
20730,regular,2025-03-05 10:33:00,747.38,3.36
20731,regular,2025-05-02 20:25:41,6588.46,1.73
20732,regular,2025-03-05 17:43:33,2293.03,2.37
20733,low_frequency,2025-01-28 21:04:45,1000.0,0.51
20734,low_frequency,2025-01-05 15:51:50,489.96,1.04
20735,high_value,2025-03-11 23:33:27,13039.62,0.2
20736,regular,2025-01-17 11:49:49,1745.42,2.31
20737,low_frequency,2025-02-14 09:02:12,1751.64,1.49
20738,high_value,2025-02-09 07:40:15,1805.71,4.03
20739,low_frequency,2025-01-20 23:34:52,2846.63,0.2
20740,low_frequency,2025-04-23 18:23:21,1954.78,0.65
20741,high_value,2025-01-13 05:18:58,3188.03,4.24
20742,regular,2025-03-12 21:36:40,1755.21,4.13
20743,high_frequency,2025-02-11 10:23:46,2216.1,12.17
20744,low_frequency,2025-02-20 07:35:21,1889.87,0.88
20745,low_frequency,2025-02-28 04:10:28,1802.73,0.2
20746,high_value,2025-01-25 18:04:10,7554.73,1.79
20747,low_frequency,2025-05-19 16:26:48,803.02,1.64
20748,high_frequency,2025-03-21 23:25:52,1295.81,5.67
20749,high_frequency,2025-02-02 05:38:53,712.89,9.55
20750,low_frequency,2025-02-09 13:22:17,1374.67,0.41
20751,high_frequency,2025-01-09 23:08:44,4999.39,11.25
20752,high_value,2025-03-04 04:40:18,7588.48,3.67
20753,high_frequency,2025-02-13 07:35:16,3653.88,5.73
20754,regular,2025-04-11 11:49:39,2818.71,5.63
20755,regular,2025-01-05 23:45:04,1989.79,5.51
20756,low_frequency,2025-04-08 16:47:34,367.35,1.02
20757,low_frequency,2025-05-12 14:55:53,3026.18,0.43
20758,high_value,2025-01-13 16:40:13,3415.64,1.54
20759,high_value,2025-04-05 16:54:11,8795.96,3.62
20760,low_frequency,2025-04-16 00:12:39,745.32,1.9
20761,regular,2025-02-13 19:42:37,2358.17,5.47
20762,high_value,2025-02-26 04:31:39,2131.93,4.0
20763,regular,2025-03-26 08:05:42,1603.37,1.48
20764,low_frequency,2025-02-15 23:37:58,1876.86,0.33
20765,low_frequency,2025-01-11 07:15:34,1300.53,0.84
20766,regular,2025-04-10 02:48:04,848.79,4.75
20767,high_value,2025-01-27 07:42:37,3985.84,2.96
20768,low_frequency,2025-02-06 09:15:54,1920.9,0.9
20769,low_frequency,2025-03-04 06:29:06,650.53,1.21
20770,high_frequency,2025-01-08 14:42:07,1151.46,7.18
20771,high_frequency,2025-03-03 07:25:15,1432.08,13.76
20772,high_value,2025-02-23 00:29:28,6017.01,1.64
20773,high_frequency,2025-01-03 00:37:54,642.1,14.08
20774,regular,2025-02-02 20:33:08,1251.31,5.4
20775,high_value,2025-03-17 18:16:24,4892.79,4.15
20776,regular,2025-01-26 06:49:40,2602.88,3.86
20777,regular,2025-02-23 16:23:55,991.21,2.51
20778,low_frequency,2025-01-29 10:11:37,610.63,0.86
20779,regular,2025-01-18 20:48:17,2858.64,5.35
20780,low_frequency,2025-02-05 22:06:03,1300.76,1.29
20781,high_frequency,2025-01-07 03:59:24,2253.6,17.16
20782,low_frequency,2025-03-01 06:04:18,1728.3,0.2
20783,low_frequency,2025-02-01 00:31:26,2534.59,1.08
20784,high_value,2025-01-05 05:33:20,11171.38,1.99
20785,high_frequency,2025-03-12 17:35:58,554.98,6.97
20786,high_frequency,2025-03-29 22:40:01,1185.16,13.22
20787,regular,2025-04-16 23:20:06,1158.84,5.19
20788,low_frequency,2025-01-16 13:10:31,1421.16,1.71
20789,low_frequency,2025-02-08 16:35:42,1617.8,0.2
20790,high_frequency,2025-02-04 14:05:08,5452.0,14.9
20791,high_frequency,2025-01-22 19:50:20,723.09,16.2
20792,low_frequency,2025-01-24 13:22:01,2357.63,1.65
20793,low_frequency,2025-01-18 08:03:20,1734.82,1.38
20794,low_frequency,2025-02-10 08:58:47,767.25,0.42
20795,regular,2025-02-24 14:57:16,1154.95,2.62
20796,low_frequency,2025-02-07 18:54:19,1336.44,1.28
20797,low_frequency,2025-04-03 07:25:11,1046.88,0.47
20798,low_frequency,2025-03-30 09:58:41,1133.67,0.88
20799,regular,2025-01-30 23:27:57,1897.78,4.69
20800,regular,2025-02-22 00:47:08,1372.76,3.53
20801,low_frequency,2025-03-11 12:36:39,624.25,1.4
20802,low_frequency,2025-02-28 18:04:05,2934.36,0.9
20803,low_frequency,2025-01-28 06:33:24,1052.74,2.01
20804,regular,2025-03-27 13:27:32,2489.6,5.11
20805,low_frequency,2025-01-21 14:25:55,802.98,1.46
20806,high_value,2025-03-16 02:39:30,2323.48,2.69
20807,low_frequency,2025-03-25 11:46:22,1305.61,0.73
20808,high_frequency,2025-02-08 07:45:34,1958.83,12.54
20809,low_frequency,2025-02-23 20:02:03,2067.45,2.13
20810,regular,2025-01-14 03:53:48,905.86,3.28
20811,regular,2025-04-18 19:13:18,1309.06,3.68
20812,low_frequency,2025-03-13 03:33:43,2673.75,1.36
20813,low_frequency,2025-01-23 16:04:27,3264.18,0.46
20814,low_frequency,2025-02-09 23:23:52,4285.06,2.17
20815,regular,2025-02-13 18:04:10,1880.75,5.85
20816,high_value,2025-02-19 08:00:47,4205.32,3.17
20817,regular,2025-01-09 09:31:26,1498.52,4.98
20818,regular,2025-01-22 11:20:09,1237.07,2.7
20819,low_frequency,2025-01-03 22:07:46,863.52,1.79
20820,regular,2025-02-05 13:40:20,506.7,3.95
20821,regular,2025-01-18 08:43:50,2701.46,3.06
20822,low_frequency,2025-03-26 03:17:09,2035.47,0.87
20823,low_frequency,2025-02-13 18:57:34,495.45,1.01
20824,low_frequency,2025-04-12 08:48:58,810.9,0.6
20825,low_frequency,2025-03-06 05:25:40,2124.02,0.61
20826,high_value,2025-01-15 20:01:37,3202.93,1.11
20827,low_frequency,2025-02-28 05:26:47,1965.86,1.09
20828,low_frequency,2025-03-03 14:36:37,1311.13,1.18
20829,low_frequency,2025-02-21 09:17:12,1341.17,1.15
20830,low_frequency,2025-01-25 12:14:16,496.23,1.17
20831,low_frequency,2025-04-19 03:19:28,550.29,0.66
20832,low_frequency,2025-02-28 17:19:29,1454.96,0.88
20833,low_frequency,2025-01-03 19:53:16,476.95,1.02
20834,low_frequency,2025-02-15 05:53:51,2264.91,1.49
20835,high_frequency,2025-04-17 20:31:23,781.29,17.32
20836,regular,2025-01-08 23:23:30,2037.83,2.49
20837,regular,2025-01-06 03:02:59,1884.81,3.87
20838,low_frequency,2025-01-08 16:22:29,1371.94,0.7
20839,low_frequency,2025-03-02 05:47:57,1293.63,1.11
20840,high_value,2025-01-21 14:37:58,4072.39,3.43
20841,low_frequency,2025-01-31 05:06:17,646.0,1.46
20842,regular,2025-02-02 03:44:27,3308.76,4.38
20843,low_frequency,2025-02-17 15:14:35,2148.0,0.53
20844,low_frequency,2025-04-11 13:49:44,407.33,1.49
20845,regular,2025-02-01 12:25:30,1908.27,5.68
20846,regular,2025-04-18 20:57:38,1326.6,2.63
20847,low_frequency,2025-01-17 15:34:39,1668.6,1.28
20848,regular,2025-02-28 15:14:31,2014.33,4.17
20849,low_frequency,2025-01-26 08:16:54,920.19,1.8
20850,regular,2025-02-15 13:02:43,2574.26,2.47
20851,high_frequency,2025-01-22 20:38:46,6373.48,7.54
20852,regular,2025-04-20 07:15:33,3229.75,6.64
20853,low_frequency,2025-01-10 03:56:21,1336.31,1.15
20854,low_frequency,2025-02-02 04:16:49,606.79,0.65
20855,regular,2025-03-31 22:41:46,615.93,4.14
20856,low_frequency,2025-05-14 07:09:13,3058.74,1.3
20857,high_value,2025-01-19 19:07:29,4861.69,3.09
20858,high_frequency,2025-03-24 06:14:25,954.97,13.08
20859,low_frequency,2025-01-15 16:28:30,1701.05,0.58
20860,high_frequency,2025-01-15 04:18:49,3008.67,18.45
20861,low_frequency,2025-01-11 22:39:26,656.98,0.5
20862,low_frequency,2025-01-15 18:35:24,1745.22,0.97
20863,high_value,2025-02-14 22:54:24,2086.33,0.87
20864,high_frequency,2025-01-12 21:32:13,1138.38,16.18
20865,regular,2025-02-23 13:08:52,279.25,1.42
20866,high_frequency,2025-02-08 09:54:36,1139.11,13.2
20867,low_frequency,2025-04-02 07:58:52,3925.64,0.77
20868,regular,2025-03-15 02:46:52,2222.17,3.96
20869,high_value,2025-02-22 02:30:30,9979.15,1.48
20870,high_frequency,2025-03-13 00:41:41,2346.05,15.05
20871,regular,2025-03-20 17:09:15,625.41,2.06
20872,low_frequency,2025-03-02 03:31:52,4016.8,0.89
20873,high_frequency,2025-03-05 17:16:08,1269.33,11.05
20874,low_frequency,2025-01-25 11:32:33,549.58,0.56
20875,high_value,2025-01-02 16:13:34,10762.98,4.22
20876,low_frequency,2025-03-15 10:49:17,5136.5,1.31
20877,low_frequency,2025-02-06 06:58:47,934.21,0.44
20878,low_frequency,2025-01-27 02:52:15,1056.07,1.65
20879,regular,2025-01-17 08:09:54,785.38,2.51
20880,low_frequency,2025-01-14 22:56:38,732.05,0.24
20881,low_frequency,2025-01-16 04:23:52,471.84,0.78
20882,high_value,2025-03-19 17:15:26,5043.12,2.35
20883,low_frequency,2025-03-03 07:20:42,1405.18,0.95
20884,regular,2025-01-31 02:31:55,1173.2,5.18
20885,regular,2025-04-28 08:06:30,824.02,4.95
20886,regular,2025-02-09 06:16:02,971.99,4.56
20887,regular,2025-02-22 13:39:40,2044.1,2.36
20888,high_frequency,2025-02-17 16:35:13,2502.01,17.33
20889,regular,2025-02-24 06:13:20,1982.17,6.76
20890,regular,2025-05-04 07:38:46,1142.9,3.78
20891,low_frequency,2025-01-12 12:09:56,1878.32,1.03
20892,regular,2025-05-16 16:57:38,10146.73,2.89
20893,low_frequency,2025-05-02 09:10:20,4904.46,1.57
20894,regular,2025-04-29 17:44:48,4276.17,4.05
20895,regular,2025-01-29 01:23:25,522.62,6.14
20896,high_frequency,2025-03-21 06:10:42,838.27,6.48
20897,regular,2025-01-12 01:36:33,1925.44,1.57
20898,regular,2025-01-01 00:59:48,1070.37,4.52
20899,low_frequency,2025-01-24 22:08:05,1716.2,0.82
20900,regular,2025-04-15 14:39:24,1411.61,5.26
20901,high_value,2025-03-29 14:28:55,4509.04,1.02
20902,regular,2025-02-26 13:29:12,1755.06,3.36
20903,low_frequency,2025-05-25 06:10:31,3049.91,0.62
20904,regular,2025-02-19 16:29:09,1355.84,2.26
20905,low_frequency,2025-02-09 22:19:56,717.03,1.06
20906,regular,2025-02-05 16:02:46,1380.07,5.17
20907,low_frequency,2025-01-30 09:18:38,2041.9,0.47
20908,regular,2025-01-11 16:05:23,1200.31,5.44
20909,high_frequency,2025-03-14 09:24:09,4002.65,18.12
20910,low_frequency,2025-01-19 07:31:18,917.02,0.38
20911,regular,2025-01-13 12:43:47,909.14,5.48
20912,low_frequency,2025-04-04 10:45:41,1361.36,1.18
20913,low_frequency,2025-01-14 05:59:12,1915.32,1.56
20914,regular,2025-05-04 21:57:41,3128.82,5.25
20915,regular,2025-03-19 20:31:26,2886.9,2.67
20916,high_frequency,2025-02-08 09:53:25,2520.98,12.65
20917,low_frequency,2025-02-09 20:28:54,1286.37,1.01
20918,low_frequency,2025-02-05 04:40:03,1580.22,1.13
20919,regular,2025-02-09 18:21:12,3086.42,4.4
20920,regular,2025-01-20 11:20:43,1177.65,2.98
20921,regular,2025-01-31 07:58:14,741.06,5.21
20922,high_frequency,2025-04-20 10:24:46,1774.01,11.7
20923,high_frequency,2025-03-23 08:19:27,1758.59,7.63
20924,low_frequency,2025-04-21 01:00:37,2839.85,1.31
20925,high_value,2025-01-30 18:55:30,4760.88,3.67
20926,high_value,2025-03-26 16:46:21,11460.28,2.01
20927,low_frequency,2025-06-05 22:57:35,859.37,1.7
20928,low_frequency,2025-02-25 19:01:11,1641.26,0.5
20929,high_frequency,2025-03-02 15:29:04,3770.5,10.42
20930,regular,2025-03-24 01:01:49,2659.69,5.09
20931,low_frequency,2025-05-25 04:17:30,1256.92,0.5
20932,low_frequency,2025-04-16 01:30:19,722.94,1.47
20933,regular,2025-02-12 02:55:54,3974.74,0.29
20934,high_frequency,2025-04-16 15:19:55,3195.96,12.3
20935,high_frequency,2025-01-16 00:49:52,3418.89,11.05
20936,high_value,2025-03-22 16:05:50,2798.25,2.4
20937,regular,2025-02-27 21:00:02,2067.12,4.85
20938,high_frequency,2025-01-28 19:17:59,881.78,10.92
20939,low_frequency,2025-02-14 00:14:53,1676.4,0.69
20940,regular,2025-01-12 18:03:22,2114.22,3.19
20941,high_value,2025-01-26 06:57:46,4574.05,5.87
20942,high_frequency,2025-01-08 09:07:59,2858.57,14.98
20943,regular,2025-02-18 16:37:54,2985.74,3.67
20944,low_frequency,2025-03-15 20:44:31,1274.59,1.18
20945,low_frequency,2025-02-24 10:59:25,527.01,0.28
20946,regular,2025-02-28 09:46:07,1393.49,2.27
20947,low_frequency,2025-05-28 14:15:02,1598.13,0.26
20948,low_frequency,2025-01-14 22:11:33,2382.03,0.89
20949,high_frequency,2025-02-11 02:52:18,7225.01,5.67
20950,low_frequency,2025-03-14 18:42:52,4519.35,1.03
20951,low_frequency,2025-02-02 21:33:13,929.82,0.92
20952,low_frequency,2025-01-26 11:29:15,985.44,1.55
20953,low_frequency,2025-04-20 20:56:59,407.08,1.12
20954,low_frequency,2025-03-11 19:35:33,565.67,1.25
20955,low_frequency,2025-02-17 05:56:41,833.95,1.3
20956,regular,2025-03-12 23:27:18,1670.03,6.25
20957,regular,2025-04-09 20:52:03,1515.57,3.48
20958,regular,2025-01-06 02:04:08,6780.55,5.3
20959,high_frequency,2025-01-23 20:36:33,1191.35,20.68
20960,regular,2025-03-06 22:28:58,984.28,0.96
20961,regular,2025-02-27 02:07:39,3362.17,2.93
20962,regular,2025-01-12 07:00:20,1619.75,2.74
20963,regular,2025-01-23 06:48:01,1798.52,6.22
20964,low_frequency,2025-03-01 16:35:11,1871.47,2.04
20965,high_value,2025-02-13 06:33:42,3053.41,0.99
20966,regular,2025-03-02 02:18:51,1382.47,4.86
20967,regular,2025-06-13 13:13:41,1046.85,3.54
20968,regular,2025-02-07 19:37:25,1981.54,5.46
20969,high_frequency,2025-01-06 01:42:45,1285.43,9.74
20970,regular,2025-01-09 01:26:36,808.35,5.74
20971,regular,2025-04-10 15:52:50,1953.37,5.25
20972,regular,2025-03-23 19:18:26,2783.43,5.82
20973,high_frequency,2025-02-18 21:00:13,2367.07,8.67
20974,low_frequency,2025-02-25 00:25:25,966.29,0.49
20975,high_value,2025-02-05 16:26:16,5601.93,5.05
20976,high_frequency,2025-03-16 14:39:19,1192.63,14.48
20977,low_frequency,2025-01-09 12:41:10,529.21,1.36
20978,low_frequency,2025-04-21 03:56:57,293.74,0.83
20979,high_value,2025-01-15 11:16:50,4559.72,1.0
20980,low_frequency,2025-01-12 01:30:39,2529.88,1.16
20981,low_frequency,2025-02-19 15:48:53,2482.77,2.22
20982,low_frequency,2025-02-17 09:42:31,4334.64,0.76
20983,low_frequency,2025-01-12 18:38:43,1170.32,0.77
20984,regular,2025-01-12 11:26:47,1231.23,3.98
20985,high_frequency,2025-03-29 09:57:01,1422.46,14.64
20986,regular,2025-04-03 14:14:09,449.32,3.02
20987,low_frequency,2025-01-27 14:45:58,1247.72,1.0
20988,regular,2025-01-15 20:27:02,1114.61,5.38
20989,low_frequency,2025-01-12 10:47:48,1525.34,0.2
20990,regular,2025-03-11 18:49:51,1401.9,4.38
20991,regular,2025-03-19 11:32:24,2005.78,2.0
20992,high_value,2025-01-14 00:59:37,4884.52,5.52
20993,high_frequency,2025-05-11 05:43:11,1352.87,14.24
20994,regular,2025-02-09 07:07:06,2239.18,3.19
20995,regular,2025-01-19 20:28:14,2321.92,2.31
20996,regular,2025-02-13 02:46:58,4624.19,2.1
20997,regular,2025-03-12 15:52:34,602.33,4.63
20998,high_frequency,2025-01-21 16:32:31,1398.07,8.58
20999,high_value,2025-04-20 17:51:30,2550.68,1.84
21000,high_value,2025-01-21 18:39:38,2536.86,2.3
21001,regular,2025-05-08 05:37:11,4881.73,4.76
21002,regular,2025-02-13 06:06:46,879.98,4.33
21003,low_frequency,2025-02-19 13:05:54,2222.36,1.68
21004,low_frequency,2025-03-11 07:04:40,917.12,1.34
21005,regular,2025-01-11 03:15:48,2832.22,4.41
21006,high_value,2025-02-24 03:09:58,2880.38,1.74
21007,high_frequency,2025-01-22 21:22:08,1342.56,15.54
21008,high_frequency,2025-01-14 10:42:54,1269.7,15.36
21009,regular,2025-02-17 20:34:45,2325.46,4.9
21010,regular,2025-05-27 23:35:40,339.14,3.56
21011,regular,2025-04-01 23:17:37,1394.4,1.64
21012,regular,2025-04-16 09:18:37,1530.52,1.56
21013,low_frequency,2025-03-07 02:25:53,1589.05,1.01
21014,regular,2025-02-02 02:11:47,1118.79,3.36
21015,low_frequency,2025-02-13 02:11:34,1504.57,1.11
21016,regular,2025-01-21 19:23:51,1619.07,5.56
21017,high_value,2025-03-17 02:12:45,6072.63,3.69
21018,regular,2025-03-15 11:59:29,1953.39,6.57
21019,low_frequency,2025-02-10 00:41:57,1178.44,0.81
21020,regular,2025-01-27 16:07:58,741.02,5.5
21021,regular,2025-01-16 03:55:16,1354.82,3.74
21022,regular,2025-01-25 21:30:48,1062.61,4.88
21023,low_frequency,2025-05-05 08:24:39,1279.23,1.28
21024,regular,2025-03-14 15:53:04,685.49,3.24
21025,high_frequency,2025-01-14 03:54:50,634.54,21.06
21026,low_frequency,2025-05-17 14:42:35,1038.17,0.6
21027,regular,2025-01-02 18:02:55,1794.79,5.0
21028,high_frequency,2025-01-23 01:22:07,2214.68,18.72
21029,high_frequency,2025-01-09 15:23:50,1206.44,17.37
21030,high_value,2025-01-16 10:10:09,8783.32,2.52
21031,high_frequency,2025-03-09 09:12:02,1084.65,7.59
21032,regular,2025-03-24 18:43:24,1327.58,4.98
21033,regular,2025-02-03 00:27:40,1332.1,4.42
21034,low_frequency,2025-05-03 09:01:20,1991.06,0.72
21035,low_frequency,2025-01-07 12:56:14,912.72,1.17
21036,regular,2025-02-27 16:02:22,7141.88,4.3
21037,low_frequency,2025-01-26 14:35:12,950.44,0.9
21038,low_frequency,2025-04-04 07:49:12,2005.45,0.53
